geocode,geocode_desc,total,owned_loan,owned_clear,rented
3766500,SYLVA,2053,564,497,992
3766520,TABOR CITY,1450,498,461,491
3766700,TARBORO,5042,2548,1234,1260
3766740,TAR HEEL,106,24,57,25
3766960,TAYLORSVILLE,1506,534,269,703
3766980,TAYLORTOWN,234,158,48,28
3767000,TEACHEY,134,75,29,30
3767420,THOMASVILLE,16869,8486,2576,5807
3767700,TOAST,1246,545,365,336
3767720,TOBACCOVILLE,2221,1376,490,355
3768040,TOPSAIL BEACH,355,144,108,103
3768320,TRENTON,155,78,45,32
3768340,TRENT WOODS,3972,2568,943,461
3768400,TRINITY,6029,3636,1317,1076
3768500,TROUTMAN,1703,1008,312,383
3768520,TROY,1475,540,340,595
3768580,TRYON,1203,460,323,420
3768740,TURKEY,154,80,60,14
3769020,TYRO,3612,2061,779,772
3769260,UNIONVILLE,5607,3908,916,783
3769520,VALDESE,4056,2043,827,1186
3769600,VALLE CRUCIS,393,210,101,82
3769640,VALLEY HILL,1846,991,498,357
3769680,VANCEBORO,668,254,151,263
3769720,VANDEMERE,113,31,54,28
3769740,VANDER,757,350,178,229
3769755,VANN CROSSROADS,285,154,81,50
3769795,VARNAMTOWN,532,252,223,57
3769840,VASS,530,234,140,156
3770320,WACO,256,141,72,43
3770340,WADE,420,205,126,89
3770380,WADESBORO,1953,801,641,511
3770480,WAGRAM,365,158,112,95
3770540,WAKE FOREST,22374,16604,1373,4397
3770580,WAKULLA,8,2,6,0
3770660,WALKERTOWN,3531,2043,821,667
3770720,WALLACE,1818,729,438,651
3770740,WALLBURG,2882,1922,644,316
3770780,WALNUT COVE,1056,401,213,442
3770820,WALNUT CREEK,756,517,232,7
3770860,WALSTONBURG,144,88,36,20
3770920,WANCHESE,1559,737,404,418
3771100,WARRENTON,472,225,144,103
3771160,WARSAW,848,307,295,246
3771220,WASHINGTON,4445,2077,964,1404
3771240,WASHINGTON PARK,435,260,110,65
3771320,WATHA,157,78,52,27
3771440,WAVES,124,68,34,22
3771460,WAXHAW,7813,6285,623,905
3771500,WAYNESVILLE,8492,2972,2177,3343
3771560,WEAVERVILLE,2842,1483,675,684
3771600,WEBSTER,345,143,86,116
3771680,WEDDINGTON,8518,6912,1186,420
3771760,WELCOME,3799,1937,955,907
3771780,WELDON,395,189,145,61
3771860,WENDELL,3313,2272,317,724
3771900,WENTWORTH,2239,1389,498,352
3771940,WESLEY CHAPEL,6657,5654,615,388
3772150,WEST CANTON,1217,605,347,265
3772540,WEST JEFFERSON,1163,395,258,510
3772600,WEST MARION,1234,512,317,405
3772755,WESTPORT,3796,3021,464,311
3773140,WHISPERING PINES,2760,1830,714,216
3773160,WHITAKERS,198,83,83,32
3773300,WHITE LAKE,681,348,162,171
3773320,WHITE OAK,195,129,39,27
3773460,WHITE PLAINS,998,515,230,253
3773660,WHITEVILLE,2634,1130,539,965
3773760,WHITSETT,526,252,177,97
3774020,WILKESBORO,2405,886,506,1013
3774220,WILLIAMSTON,1849,640,589,620
3774440,WILMINGTON,72305,33242,10011,29052
3774540,WILSON,19270,11063,3311,4896
3774580,WILSON'S MILLS,1142,791,131,220
3774680,WINDSOR,966,485,259,222
3774720,WINFALL,329,158,77,94
3774760,WINGATE,1205,693,194,318
3775000,WINSTON-SALEM,105439,59343,18830,27266
3775060,WINTERVILLE,5724,4548,516,660
3775080,WINTON,192,76,44,72
3775280,WOODFIN,4708,1730,968,2010
3775340,WOODLAND,397,172,129,96
3775375,WOODLAWN,695,484,146,65
3775780,WRIGHTSBORO,2906,1765,572,569
3775820,WRIGHTSVILLE BEACH,2378,843,345,1190
3775960,YADKINVILLE,1787,785,388,614
3776000,YANCEYVILLE,511,188,152,171
3776200,YOUNGSVILLE,798,330,123,345
3776220,ZEBULON,1903,1142,264,497
