geocode,geocode_desc,total,owned_loan,owned_clear,rented
3768040,TOPSAIL BEACH,187,74,65,48
3768320,TRENTON,111,49,40,22
3768340,TRENT WOODS,1722,1012,523,187
3768400,TRINITY,2641,1427,717,497
3768500,TROUTMAN,903,493,200,210
3768520,TROY,1115,284,237,594
3768580,TRYON,819,246,247,326
3768740,TURKEY,111,45,43,23
3769020,TYRO,1445,740,377,328
3769260,UNIONVILLE,2100,1321,458,321
3769520,VALDESE,1927,831,445,651
3769600,VALLE CRUCIS,183,91,46,46
3769640,VALLEY HILL,952,431,297,224
3769680,VANCEBORO,383,125,88,170
3769720,VANDEMERE,108,30,61,17
3769740,VANDER,510,205,125,180
3769755,VANN CROSSROADS,142,61,58,23
3769795,VARNAMTOWN,226,89,110,27
3769840,VASS,303,114,86,103
3770320,WACO,127,58,40,29
3770340,WADE,225,83,76,66
3770380,WADESBORO,2303,680,522,1101
3770480,WAGRAM,332,118,116,98
3770540,WAKE FOREST,10521,6852,805,2864
3770580,WAKULLA,40,16,17,7
3770660,WALKERTOWN,1914,1001,504,409
3770720,WALLACE,1621,484,366,771
3770740,WALLBURG,1145,686,316,143
3770780,WALNUT COVE,681,196,149,336
3770820,WALNUT CREEK,342,222,114,6
3770860,WALSTONBURG,90,49,23,18
3770920,WANCHESE,680,272,202,206
3771100,WARRENTON,438,147,118,173
3771160,WARSAW,1239,259,321,659
3771220,WASHINGTON,4197,1248,764,2185
3771240,WASHINGTON PARK,195,100,64,31
3771320,WATHA,76,33,32,11
3771440,WAVES,58,26,19,13
3771460,WAXHAW,3242,2449,365,428
3771500,WAYNESVILLE,4426,1328,1228,1870
3771560,WEAVERVILLE,1411,657,391,363
3771600,WEBSTER,157,58,45,54
3771680,WEDDINGTON,3129,2398,532,199
3771760,WELCOME,1712,777,494,441
3771780,WELDON,645,211,176,258
3771860,WENDELL,2270,1285,224,761
3771900,WENTWORTH,1043,566,291,186
3771940,WESLEY CHAPEL,2282,1855,289,138
3772150,WEST CANTON,512,226,166,120
3772540,WEST JEFFERSON,620,159,142,319
3772600,WEST MARION,591,215,191,185
3772755,WESTPORT,1506,1138,240,128
3773140,WHISPERING PINES,1257,758,402,97
3773160,WHITAKERS,319,112,104,103
3773300,WHITE LAKE,351,139,91,121
3773320,WHITE OAK,134,77,35,22
3773460,WHITE PLAINS,447,188,123,136
3773660,WHITEVILLE,2318,637,440,1241
3773760,WHITSETT,256,113,92,51
3774020,WILKESBORO,1429,437,316,676
3774220,WILLIAMSTON,2397,587,502,1308
3774440,WILMINGTON,46948,16528,6451,23969
3774540,WILSON,19585,7187,2661,9737
3774580,WILSON'S MILLS,751,450,88,213
3774680,WINDSOR,1088,419,247,422
3774720,WINFALL,246,101,72,73
3774760,WINGATE,945,444,143,358
3775000,WINSTON-SALEM,92337,38435,13572,40330
3775060,WINTERVILLE,3412,2400,396,616
3775080,WINTON,327,87,88,152
3775280,WOODFIN,2359,738,510,1111
3775340,WOODLAND,325,89,97,139
3775375,WOODLAWN,361,224,90,47
3775780,WRIGHTSBORO,1961,1099,405,457
3775820,WRIGHTSVILLE BEACH,1149,380,209,560
3775960,YADKINVILLE,1083,385,264,434
3776000,YANCEYVILLE,650,118,148,384
3776200,YOUNGSVILLE,522,131,72,319
3776220,ZEBULON,1655,707,223,725
