geocode,geocode_desc,total,owned_loan,owned_clear,rented
3769520,VALDESE,1212,50,15,0
3769600,VALLE CRUCIS,86,0,0,0
3769640,VALLEY HILL,382,37,19,6
3769680,VANCEBORO,263,296,73,27
3769720,VANDEMERE,28,122,28,78
3769740,VANDER,230,309,145,53
3769755,VANN CROSSROADS,50,18,5,4
3769795,VARNAMTOWN,57,3,3,0
3769840,VASS,185,91,37,17
3770320,WACO,43,62,23,11
3770340,WADE,89,116,27,29
3770380,WADESBORO,514,3378,992,347
3770480,WAGRAM,95,417,127,151
3770540,WAKE FOREST,4600,4631,2612,223
3770580,WAKULLA,5,4,4,0
3770660,WALKERTOWN,700,818,496,88
3770720,WALLACE,733,990,339,162
3770740,WALLBURG,336,25,25,0
3770780,WALNUT COVE,448,247,76,54
3770820,WALNUT CREEK,10,34,29,3
3770860,WALSTONBURG,20,66,27,8
3770920,WANCHESE,443,0,0,0
3771100,WARRENTON,103,346,110,55
3771160,WARSAW,305,1567,248,244
3771220,WASHINGTON,1479,4292,948,365
3771240,WASHINGTON PARK,66,12,5,2
3771320,WATHA,27,15,0,6
3771440,WAVES,24,0,0,0
3771460,WAXHAW,977,1147,709,127
3771500,WAYNESVILLE,3497,187,59,39
3771560,WEAVERVILLE,690,23,10,3
3771600,WEBSTER,116,6,0,0
3771680,WEDDINGTON,461,385,318,27
3771760,WELCOME,933,156,68,11
3771780,WELDON,61,1160,333,231
3771860,WENDELL,763,1783,857,34
3771900,WENTWORTH,353,344,161,85
3771940,WESLEY CHAPEL,395,338,294,11
3772150,WEST CANTON,268,7,5,0
3772540,WEST JEFFERSON,547,6,0,1
3772600,WEST MARION,411,56,30,11
3772755,WESTPORT,311,115,90,8
3773140,WHISPERING PINES,229,38,28,0
3773160,WHITAKERS,32,521,205,121
3773300,WHITE LAKE,190,46,0,6
3773320,WHITE OAK,27,106,64,34
3773460,WHITE PLAINS,260,12,2,0
3773660,WHITEVILLE,993,2007,429,211
3773760,WHITSETT,104,45,20,12
3774020,WILKESBORO,1084,271,92,33
3774220,WILLIAMSTON,628,3358,661,349
3774440,WILMINGTON,30755,20467,4639,1421
3774540,WILSON,5591,22932,6508,1262
3774580,WILSON'S MILLS,291,691,302,45
3774680,WINDSOR,222,1430,591,223
3774720,WINFALL,98,234,104,62
3774760,WINGATE,351,893,467,90
3775000,WINSTON-SALEM,32108,76218,27622,4535
3775060,WINTERVILLE,688,2936,1772,240
3775080,WINTON,72,478,110,107
3775280,WOODFIN,2157,141,29,3
3775340,WOODLAND,96,375,68,66
3775375,WOODLAWN,65,160,90,23
3775780,WRIGHTSBORO,612,1651,1000,202
3775820,WRIGHTSVILLE BEACH,1204,3,3,0
3775960,YADKINVILLE,676,181,47,22
3776000,YANCEYVILLE,182,808,111,105
3776200,YOUNGSVILLE,350,297,24,15
3776220,ZEBULON,560,1697,516,116
