geocode,total,owned_loan,owned_clear,rented
3713000,871,501,167,203
3713100,611,313,153,145
3713240,7704,2536,1415,3753
3713280,1223,521,242,460
3713360,2106,917,278,911
3713460,407,130,95,182
3713500,335,128,94,113
3713560,204,78,70,56
3713940,885,205,286,394
3713980,980,346,233,401
3714060,91,35,24,32
3714100,78173,46604,7410,24159
3714200,294,106,92,96
3714280,1669,818,452,399
3714340,8043,4152,1370,2521
3714400,836,295,188,353
3714460,960,474,199,287
3714600,1775,870,459,446
3714700,24860,16256,2199,6405
3715020,399,97,187,115
3715040,1171,540,353,278
3715260,4085,2675,495,915
3715320,4094,2690,402,1002
3715420,276,62,73,141
3715440,1855,648,588,619
3715580,118,40,59,19
3715880,2881,277,177,2427
3716180,4488,2078,599,1811
3716220,3329,1792,670,867
3716240,110,46,45,19
3716400,9150,6165,1042,1943
3716480,422,226,115,81
3716730,411,320,72,19
3716780,348,157,133,58
3716820,13,9,0,4
3716860,203,56,82,65
3716980,1636,674,295,667
3717000,2309,1216,408,685
3717180,232,93,39,100
3717325,866,240,284,342
3717340,1397,506,199,692
3717520,935,577,197,161
3717660,401,135,146,120
3717860,1746,937,312,497
3718040,338,80,122,136
3718060,369,198,100,71
3718300,41,23,9,9
3718320,9046,3181,1458,4407
3719000,218394,97484,14731,106179
3719140,260,129,66,65
3719300,487,197,129,161
3719320,612,317,132,163
3719420,4909,2066,1119,1724
3719620,300,101,82,117
3719740,3548,1889,823,836
3719800,3727,1079,1048,1600
3719860,1534,367,227,940
3720080,15235,6091,2584,6560
3720120,4744,1456,795,2493
3720280,2367,1059,539,769
3720420,734,356,163,215
3720580,16590,5489,2068,9033
3720600,3314,1123,651,1540
3720620,3893,1639,797,1457
3720700,452,139,159,154
3720780,867,316,206,345
3720840,1048,323,289,436
3720980,1298,569,279,450
3721095,6560,2527,975,3058
3721120,417,114,189,114
3721130,3869,1593,880,1396
3721160,3655,1656,932,1067
3721360,2469,652,398,1419
3721380,445,154,114,177
3721500,2925,1528,754,643
3721740,4394,1964,901,1529
3721880,6944,3994,1998,952
3721960,191,99,60,32
3722040,164,47,48,69
3722080,420,108,184,128
3722240,945,282,358,305
3722280,253,119,102,32
3722305,2952,1561,942,449
3722360,2663,684,656,1323
3722380,2091,830,525,736
3722440,2678,1524,617,537
3722500,3324,2200,707,417
3722560,945,262,213,470
3722600,807,466,179,162
3722620,202,117,37,48
3722640,96,46,18,32
3722720,607,334,125,148
3722820,4592,1847,692,2053
3722920,191723,80905,16793,94025
3722982,2303,939,971,393
3723520,689,466,125,98
3723600,3114,1568,1257,289
3723640,1556,623,465,468
3723760,7102,4727,967,1408
3724080,7366,2382,1180,3804
3724170,365,113,71,181
3724198,3890,2914,761,215
3724380,1370,533,329,508
3724440,427,150,86,191
3724520,1916,742,288,886
3724570,902,482,207,213
3724640,3815,1366,718,1731
3724720,2023,862,385,776
3724740,1164,414,222,528
3724900,1231,370,257,604
3725020,200,79,59,62
3725160,1998,758,720,520
3725300,17895,12202,1220,4473
3725380,4051,1931,1013,1107
3725460,625,184,189,252
3725480,25461,14935,2229,8297
3725540,1057,344,331,382
3725560,1083,367,265,451
3725580,69996,31478,8299,30219
3725680,321,151,78,92
3725880,827,536,187,104
3725900,254,118,74,62
3725940,540,133,116,291
3725980,6392,4218,723,1451
3726200,1517,839,353,325
3726460,2740,1502,485,753
3726520,110,48,30,32
3726680,537,275,167,95
3726740,139,60,53,26
3726880,34015,10317,3952,19746
3726920,268,141,69,58
3727120,1011,480,226,305
3727280,13923,5975,2186,5762
3727320,25,16,9,0
3727420,4612,2441,640,1531
3727440,2930,1664,416,850
3727520,681,280,245,156
3727780,619,206,148,265
3727870,2100,888,548,664
3728000,258277,117133,23982,117162
3728080,78696,25296,5528,47872
3728200,2611,1103,540,968
3728240,441,151,109,181
3728400,708,328,121,259
3728600,144,54,68,22
3728900,8350,5258,585,2507
3728920,222,95,74,53
3729000,465,143,191,131
3729120,408,94,157,157
3729160,6368,2464,1119,2785
3729180,4083,2532,867,684
3729560,1202,571,403,228
3729640,531,255,98,178
3729680,202,92,63,47
3729720,106,51,27,28
3729800,11496,9497,1025,974
3730040,84,34,32,18
3730100,500,228,137,135
3730120,17686,6486,1047,10153
3730260,2292,1176,475,641
3730280,301,112,66,123
3730340,1851,929,453,469
3730620,1520,924,254,342
3730660,14877,3724,2368,8785
3730720,12621,3759,2362,6500
3730800,461,116,177,168
3730900,2081,666,360,1055
3731060,38659,16621,5167,16871
3731260,536,218,163,155
3731360,924,400,292,232
3731400,100794,49681,9220,41893
3731440,696,328,101,267
3731490,346,179,62,105
3731500,2023,894,497,632
3731620,5615,3187,627,1801
3731660,900,634,86,180
3731860,348,112,123,113
3731880,129,25,73,31
3731920,582,258,177,147
3731960,575,236,248,91
3732100,674,274,188,212
3732180,1268,544,194,530
3732260,24649,20489,1197,2963
3732540,409,155,91,163
3732580,1056,603,267,186
3732640,15046,9190,907,4949
3732740,2351,1493,568,290
3732840,541,113,230,198
3732980,3771,2028,769,974
3733120,46505,33954,2880,9671
3733320,2584,1161,708,715
3733460,112,66,37,9
3733560,33518,26523,2242,4753
3733640,471,185,135,151
3733820,755,418,182,155
3733940,264,116,90,58
3733993,413,132,121,160
3734000,454,198,164,92
3734038,1141,485,346,310
3734200,53732,17004,3182,33546
3734260,5730,2982,1131,1617
3734300,3382,2095,563,724
3734320,491,163,129,199
3734440,1391,456,256,679
3734840,2284,821,468,995
3735200,42295,20280,5544,16471
3735340,567,239,152,176
3735360,251,108,69,74
3735440,544,173,273,98
3735460,777,248,191,338
3735540,1339,418,238,683
3735600,23031,11738,2457,8836
3735720,6680,3337,605,2738
3735760,6692,4202,933,1557
3735870,8107,4540,1038,2529
3735880,10065,4262,1750,4053
3735890,681,317,141,223
3735920,20872,6709,3073,11090
3736020,169,60,70,39
3736060,3272,2034,469,769
3736080,11299,7435,464,3400
3736220,2012,1016,356,640
3736400,2867,1224,566,1077
3736480,2734,1253,893,588
3736500,1192,629,370,193
3736511,7411,5012,1340,1059
3736512,3311,2646,238,427
3736513,2506,1573,484,449
3736514,45,16,22,7
3736640,1244,638,303,303
3736860,3109,1706,577,826
3736960,158,63,34,61
3737000,122,57,38,27
3737040,357,163,100,94
3737120,1254,511,357,386
3737160,2063,1042,650,371
3737220,15251,5924,2320,7007
3737260,606,279,119,208
3737640,60,23,22,15
3737680,13527,8347,1747,3433
3737760,17642,7215,3336,7091
3738030,549,207,132,210
3738040,12639,9118,2024,1497
3738060,17984,5856,2373,9755
3738100,2639,1273,494,872
3738170,691,304,157,230
3738200,536,197,209,130
3738220,2084,605,379,1100
3738320,10031,3415,1400,5216
3738360,130,60,43,27
3738680,674,213,180,281
3738860,2930,1724,580,626
3739280,4871,1933,806,2132
3739360,2602,786,413,1403
3739420,90,33,18,39
3739480,3477,1971,486,1020
3739520,2945,2120,444,381
3739540,324,157,67,100
3739600,1104,426,250,428
3739680,94,50,26,18
3739700,19748,6080,3161,10507
3739880,651,296,121,234
3739960,471,138,175,158
3740140,113,51,52,10
3740240,117,29,62,26
3740460,1019,481,301,237
3740540,119,65,42,12
3740560,2240,995,387,858
3740600,1150,534,305,311
3740640,933,213,189,531
3740660,3115,1657,600,858
3740860,823,400,250,173
3740980,821,272,180,369
3741060,1434,512,213,709
3741220,321,116,118,87
3741380,175,60,81,34
3741420,6597,2448,1202,2947
3741540,3615,1552,739,1324
3741580,841,267,237,337
3741600,403,191,139,73
3741620,1151,469,273,409
3741640,2288,918,361,1009
3741720,5579,5049,370,160
3741960,26929,18152,2874,5903
3742000,580,182,132,266
3742020,2421,727,506,1188
3742060,2478,798,519,1161
3742100,1013,452,213,348
3742240,11363,6472,974,3917
3742480,220,119,49,52
3742620,441,151,87,203
3742640,133,57,40,36
3742700,822,262,252,308
3742760,3073,2004,553,516
3742860,4679,2885,1036,758
3743160,2112,869,649,594
3743200,596,378,131,87
3743260,6802,3942,1702,1158
3743300,166,65,47,54
3743360,2639,1830,442,367
3743440,440,221,138,81
3743480,22633,15650,3082,3901
3743580,232,108,42,82
3743720,4896,2726,590,1580
3743860,224,68,109,47
3743880,711,334,196,181
3743920,32418,15093,2773,14552
3744100,410,153,158,99
3744160,311,131,76,104
3744220,32339,18910,2648,10781
3744280,1900,743,471,686
3744320,8473,2822,1581,4070
3744400,15666,5916,2508,7242
3744520,18576,9231,762,8583
3744560,511,116,204,191
3744700,3516,1722,845,949
3744770,3540,2339,595,606
3744800,10060,4014,1963,4083
3744900,1168,413,339,416
3744960,13550,7694,1477,4379
3745100,4099,1236,838,2025
3745140,1583,872,235,476
3745460,3759,3132,299,328
3745560,2332,1220,644,468
3745640,2141,761,433,947
3745660,1490,515,280,695
3745720,14215,9645,831,3739
3745840,8768,5966,1212,1590
3745880,2680,1426,366,888
3746000,5236,2620,608,2008
3746060,1505,778,355,372
3746280,2005,1320,268,417
3746340,28771,12104,3805,12862
3746740,667,166,216,285
3746820,600,358,139,103
3746860,3717,1919,473,1325
3747000,12495,5614,1806,5075
3747020,531,186,130,215
3747240,1112,295,287,530
3747260,138,46,48,44
3747485,3625,1784,327,1514
3747695,1534,1184,248,102
3747845,743,252,128,363
3747860,735,374,186,175
3747880,3797,1218,569,2010
3747980,2368,1035,545,788
3748040,1859,1106,394,359
3748060,317,124,116,77
3748345,6783,3140,1442,2201
3748480,6185,5023,730,432
3748700,550,287,184,79
3748740,944,328,261,355
3748790,6763,4951,855,957
3748920,908,312,266,330
3748940,287,63,54,170
3749380,900,352,353,195
3749460,91,13,47,31
3749600,543,265,120,158
3749800,8032,2784,1091,4157
3750080,179,71,68,40
3750340,436,259,105,72
3750540,278,89,113,76
3750700,622,249,102,271
3750820,437,158,145,134
3751040,644,245,171,228
3751080,2856,362,452,2042
3751780,678,333,131,214
3751820,1477,601,268,608
3751840,1337,765,219,353
3751940,12861,7577,3292,1992
3752000,1330,688,473,169
3752020,1694,743,339,612
3752140,1374,389,285,700
3752160,155,73,59,23
3752220,7278,1840,409,5029
3752260,13265,6532,1210,5523
3752400,552,126,128,298
3752500,877,528,207,142
3752660,3381,2080,408,893
3752685,1961,1062,463,436
3752760,4360,2690,986,684
3752920,878,419,242,217
3753040,3741,1057,736,1948
3753140,1185,304,234,647
3753160,545,207,149,189
3753200,311,126,53,132
3753475,5881,3769,932,1180
3753580,481,209,186,86
3753680,276,94,94,88
3753820,1194,409,192,593
3753840,2082,889,353,840
3753900,117,49,46,22
3753950,981,407,439,135
3754160,2222,1334,323,565
3754580,4303,1843,542,1918
3754600,282,125,73,84
3755000,384366,186531,26618,171217
3755040,1594,719,258,617
3755080,4113,2081,495,1537
3755260,3423,2245,375,803
3755340,72,53,10,9
3755460,742,422,201,119
3755640,3430,2444,595,391
3755660,3385,1131,832,1422
3755900,14205,5291,2128,6786
3755940,383,115,106,162
3756100,55,19,21,15
3756240,1070,526,283,261
3756340,613,330,117,166
3756360,1520,880,211,429
3756440,895,411,258,226
3756600,579,298,200,81
3756710,2945,1499,785,661
3756815,4388,1965,1253,1170
3756900,15601,6060,2360,7181
3757000,1086,354,292,440
3757020,614,80,260,274
3757100,1488,460,411,617
3757200,3298,2375,223,700
3757260,9296,3241,1558,4497
3757340,2108,1140,360,608
3757500,55880,22139,7104,26637
3757540,1602,626,302,674
3757580,261,93,56,112
3757640,3786,3085,223,478
3757700,417,157,143,117
3757740,611,143,155,313
3757800,1155,311,321,523
3757860,1626,571,419,636
3758020,576,111,177,288
3758040,978,607,231,140
3758140,1037,265,309,463
3758160,7957,2157,1241,4559
3758180,240,111,63,66
3758260,4269,2731,766,772
3758340,368,159,108,101
3758360,2937,1388,461,1088
3758420,440,217,127,96
3758440,1341,694,338,309
3758460,3911,1801,783,1327
3758620,389,267,80,42
3758630,3165,2159,859,147
3758720,2035,657,435,943
3758730,8694,4971,1834,1889
3758740,2218,1092,628,498
3758840,426,156,142,128
3758860,29887,11225,4131,14531
3758920,623,239,232,152
3758940,229,81,45,103
3759090,260,166,40,54
3759135,447,253,117,77
3759280,27236,11717,3252,12267
3759340,408,164,104,140
3759540,5240,2441,994,1805
3759580,1648,866,322,460
3759765,580,488,69,23
3759780,2001,575,427,999
3759980,632,229,166,237
3760000,1969,1182,436,351
3760080,228,81,64,83
3760180,617,414,131,72
3760320,6073,1722,536,3815
3760505,192,115,22,55
3760515,4888,3202,1275,411
3760540,107,30,35,42
3760560,276,86,133,57
3760800,3546,1628,525,1393
3760940,263,55,105,103
3761060,2024,637,365,1022
3761200,19871,7393,2998,9480
3761860,7665,2729,1289,3647
3761920,882,338,262,282
3761950,5598,3190,686,1722
3762040,416,217,85,114
3762060,282,154,47,81
3762190,2232,1377,334,521
3762520,10265,3792,1439,5034
3762680,2646,1139,540,967
3762760,1581,635,269,677
3763120,12130,5301,2054,4775
3763130,2714,1853,518,343
3763240,1183,300,289,594
3763340,454,212,138,104
3763360,1470,884,340,246
3763400,2644,1291,520,833
3763470,2836,1166,638,1032
3763560,705,78,103,524
3763680,1666,521,355,790
3763720,80,45,16,19
3763760,3161,1368,404,1389
3763780,37,2,0,35
3763880,4041,1448,776,1817
3763920,506,272,105,129
3764160,1320,407,238,675
3764180,11128,1933,605,8590
3764260,2057,807,460,790
3764380,393,213,78,102
3764420,13831,11020,1358,1453
3764460,1486,885,275,326
3764500,3435,1891,430,1114
3764560,773,375,149,249
3764580,859,334,206,319
3764740,23762,9396,3045,11321
3764840,1028,621,135,272
3764940,463,326,48,89
3765020,376,193,106,77
3765040,4976,3712,632,632
3765100,1056,478,289,289
3765120,281,124,92,65
3765260,1317,516,363,438
3765320,418,162,108,148
3765530,198,66,54,78
3765580,10225,7956,1463,806
3765700,289,130,91,68
3765900,3572,1891,1206,475
3766040,1850,751,322,777
3766280,4295,1916,1069,1310
3766340,324,104,128,92
3766360,2658,1266,392,1000
3766460,1154,693,211,250
3766500,2468,654,562,1252
3766520,2452,701,703,1048
3766700,10725,4024,1799,4902
3766740,117,24,63,30
3766960,1916,671,321,924
3766980,722,360,206,156
3767000,376,210,71,95
3767420,26367,12092,3156,11119
3767700,1450,617,384,449
3767720,2441,1551,516,374
3768040,368,151,110,107
3768320,270,138,68,64
3768340,4152,2683,963,506
3768400,6614,3964,1432,1218
3768500,2371,1379,393,599
3768520,2652,799,480,1373
3768580,1562,603,409,550
3768740,292,127,107,58
3769020,3879,2174,862,843
3769260,5923,4079,961,883
3769520,4387,2214,867,1306
3769600,412,221,101,90
3769640,2047,1064,554,429
3769680,1000,342,185,473
3769720,254,64,138,52
3769740,1146,532,238,376
3769755,336,160,109,67
3769795,541,259,225,57
3769840,720,302,163,255
3770320,321,164,86,71
3770340,556,250,155,151
3770380,5519,1860,1003,2656
3770480,840,322,266,252
3770540,29814,21105,1707,7002
3770580,105,48,42,15
3770660,4671,2721,944,1006
3770720,3806,1216,811,1779
3770740,3047,2008,647,392
3770780,1336,482,275,579
3770820,835,574,249,12
3770860,219,120,48,51
3770920,1642,749,405,488
3771100,853,345,201,307
3771160,2961,674,681,1606
3771220,9350,3177,1471,4702
3771240,451,268,112,71
3771320,190,95,59,36
3771440,134,70,34,30
3771460,9848,7661,810,1377
3771500,9336,3187,2276,3873
3771560,3004,1566,693,745
3771600,363,147,86,130
3771680,9459,7643,1240,576
3771760,4162,2088,995,1079
3771780,1593,527,384,682
3771860,5845,3645,375,1825
3771900,2657,1606,590,461
3771940,7460,6329,653,478
3772150,1247,616,353,278
3772540,1277,408,263,606
3772600,1348,571,344,433
3772755,4026,3211,477,338
3773140,2928,1957,720,251
3773160,744,295,209,240
3773300,802,362,168,272
3773320,338,220,79,39
3773460,1074,538,242,294
3773660,4969,1624,768,2577
3773760,590,280,189,121
3774020,3043,1059,562,1422
3774220,5377,1347,948,3082
3774440,101358,39881,12057,49420
3774540,47633,19088,5151,23394
3774580,2272,1320,200,752
3774680,2496,1110,501,885
3774720,584,274,139,171
3774760,2518,1345,312,861
3775000,220186,99407,25527,95252
3775060,9232,6696,804,1732
3775080,699,196,163,340
3775280,5449,1906,1072,2471
3775340,799,244,210,345
3775375,900,591,178,131
3775780,4896,2902,793,1201
3775820,2448,868,350,1230
3775960,2677,1037,484,1156
3776000,1389,310,262,817
3776200,1157,368,147,642
3776220,4341,1939,457,1945
