geocode,total,owned_loan,owned_clear,rented
37001020100,1804,574,243,987
37001020200,1556,465,234,857
37001020301,1497,451,271,775
37001020302,1285.000000000073,573.000000000062,339.000000000003,373.000000000008
37001020400,2297.000000000094,927.0000000000659,418.000000000006,952.000000000022
37001020501,1409,682,306,421
37001020502,1328,477,239,612
37001020601,1359.983132379548,774.983132379562,469.999999999988,114.999999999998
37001020602,1140,509,278,353
37001020701,2213,869,449,895
37001020702,2136.999999999972,622.999999999995,289.999999999989,1223.999999999988
37001020801,643.984589319061,206.996575404264,190.993150808461,245.994863106336
37001020802,2355.461897702211,660.955022660455,312.123199024877,1382.383676016879
37001020901,1469.149944858116,631.236481472976,353.751283427204,484.162179957936
37001020902,1341.0000000000389,854.000000000022,361.000000000017,126
37001021000,1533.403568120715,386.811920462287,172.132366739532,974.459280918896
37001021101,1105.000000000017,467.000000000019,233.999999999999,403.999999999999
37001021102,1365.000000000034,562.000000000021,247.000000000006,556.000000000007
37001021201,2087.999999999957,916.999999999999,609.999999999976,560.999999999982
37001021204,1616.568338941706,922.19589925984894,385.005882528598,309.366557153259
37001021205,1960.001499267295,859.330955899243,265.920961821235,834.749581546817
37001021206,1668,864,231,573
37001021207,1355.41410830604,669.838120168075,253.160461023223,432.415527114742
37001021300,2293.617013625186,1408.007851108631,583.216087113172,302.393075403383
37001021400,1093.88313992856,573.387075489347,357.616986049547,162.879078389666
37001021500,1833.387975154879,1069.665282411936,498.747959296372,264.974733446571
37001021600,2055.63250592653,932.553520244434,476.602720397425,646.476265284671
37001021701,1351.000000000001,692.000000000002,250.999999999999,408
37001021702,1801.016867620416,810.016867620416,367,624
37001021703,2198.998015286779,770.999326716322,291.998772988798,1135.999915581659
37001021801,1793.0035568180201,932.001863095142,542.00152435056,319.000169372318
37001021802,1407,837,375,195
37001021803,1129.830616780305,582.983746612024,353.873944848701,192.97292531958
37001021901,1816,1008,504,304
37001021902,1687.999999999822,1023.999999999885,410.999999999961,252.99999999997598
37001022001,1342,767,325,250
37001022002,1655.135674953983,929.327311928868,372.682722012699,353.125641012416
37003040100,1373.513565661058,621.924144556762,508.903305654809,242.686115449487
