geocode,vacant_total,for_rent,rented_unoccupied,for_sale,sold,seasonal,migrant,other
37023020500,160,48,0,80.85438449459032,2,17,0,55
37023020600,361,178,7,57.01760883609249,8,24,1,100
37023020801,257.000000000011,114.000000000003,4.000000000001,38.730240630487145,10,12.000000000002,0,91.000000000003
37023020802,122,33,1,25.18551869985885,11,8,0,54
37023020901,145,44,3,55,1,11,0,56
37023020902,196,76,2,35,12,12,0,67
37023021000,236,71,6,46,10,6,0,123
37023021100,315.425948168307,71.836362630396,3,133.65430771005012,8.024444705606,24.08769030435,0,143.084056006097
37023021201,231.999999999973,82.999999999991,1,94.4638748555014,9.999999999999,21.999999999995,0,85.999999999993
37023021202,243.065490652207,121.461256516039,3.3224808009849998,76.8259789918733,8,6.906200689615,0,79.466718781832
37023021203,178.751164231967,37.119127585162,1.008520112495,28.18910317748462,6.0255603374849995,14.49197019534,0,101.185802517067
37023021301,205.000000000007,85.000000000002,1,25.364558379141478,10,11,2,80.000000000005
37023021302,279.000222722757,57,1,76,5.000024746973,90.000148481838,0,99.000049493946
37023021400,353,181,6,96.286035022937,5,18,0,99
37025040501,166.999999999996,34.999999999999,1,79.3081191746571,3,7,0,47.999999999999
37025040502,146,54,2,60.16817552583944,6,7,0,41
37025040600,201.001207941709,36.999999999998,3,46.861588896314636,4.999999999999,9,0,109.001207941713
37025040701,95,41,1,25.96453156094101,2,4,0,27
37025040703,138,64,2,49.72007280467424,2,2,0,46
37025040704,132,57,3,58.0680244965737,5,1,0,37
37025040705,120,35,3,34.65095574021948,5,1,0,40
37025040800,322,168,4,29.177546468808544,2,5,0,117
37025040900,113,79,0,18.645697748150123,1,0,0,18
37025041001,166,60,2,39,2,4,0,73
37025041002,211.350440062141,79.26753842983,6,45.6698366549961,4.686859578654,3,2,88.566012033148
37025041100,211.049471691198,76.049471691198,3,96.18210215080099,4,9,0,75
37025041201,162.820048602977,97.981631257762,2,15.750568023278532,3.9921276818980003,5.997375893966,0,37.898102130412
37025041202,127.999999999996,52.000000000004,0,66.73363185655172,2,4,0,28.999999999998
37025041301,124.019110234113,33.000000000002,0,41.22369283781228,7.0000000000050004,4.000000000001,0,48.0191102341
37025041304,118,11,2,92.65820326054879,5,11,0,31
37025041305,37.000000000003,6.000000000001,0,14.950442527944857,3.000000000001,3,0,14.000000000001
37025041306,90.718413023595,46.942453501659,2.000000000001,48.76222402325808,2,5.9695142614389995,0,12.80302028174
37025041307,50.281586976435,11.057546498368,1,24.75045707333504,3,3.030485738561,0,9.19697971826
37025041503,68.000000000006,17.999999999998998,0.999999999999,27.126719053102104,2,4,0,21.000000000003
37025041504,38.000000000003,6,1.000000000001,15.573801183006129,3,9.000000000002,0,10
37025041505,74.047287757145,9.034556133234,0,36.01214872998287,3.003182905977,11.999999999998,0,14.003182905982
37025041506,45.999999999997996,2,0,23.82477489113152,2,1,0,19
37025041507,45.999999999989,3.999999999999,0,26.171623107268957,2,0,0,20.999999999994
37025041602,111,29,2,25.582328846941305,3,8,0,50
37025041603,104.410368344279,19.996180593488,2.676900857249,29.100295649763055,1.998962966593,5.999999999999,0,52.738323926947
37025041604,98,13,1,20.089871673199976,8,8,0,53
37025041701,134.999999999985,40.999999999996,1,27.34982680106156,4,14.999999999998,0,48.999999999993
37025041702,79.970250113014,20,2,5.656432042039686,3,12,0,37.970250113013996
37025041901,93,39,0,10,3,2,0,42
37025041902,292,131,9,39.21519345017739,13,6,0,102
37025042000,152.999999999994,50,1,28.887531044002415,6,6,0,62
37025042101,293,124,1,14.505017059235707,3,3,0,148
37025042102,122,35,1,30.35243502712118,6,2,0,45
37025042201,86,39,1,21.520365603595998,1,3,0,26
37025042202,134,47,0,39,12,3,0,46
37025042300,304,186,3,70.851238214154,8,9,0,55
37025042401,162,63,1,67.08391831498518,4,15,0,28
37025042402,267.950528308802,197.950528308802,2,37.77881247890063,2,2,0,46
37025042501,100,17,0,35.39818974211019,14,7,0,38
37025042502,146,108,0,11,6,2,0,21
37025042503,44,8,0,16.197719997475982,1,2,0,16
37025042504,19,7,0,8.242757605061673,1,3,0,3
37025042601,96,2,0,32.32324257489413,3,2,0,67
37025042602,107,20,2,142,6,18,0,24
37025042603,224.998728497159,86.999999999926,1,124.01198263468815,9.000222468958,60.000000000001,0,28.006805684008
37025042604,89.141508976835,16,0,58.89791670727726,3.035401007917,10.000000000001,0,17.035401007917
37027030100,440,171,8,52.80940789936363,21,17,0,174
37027030200,314,82,3,47.997814107817796,10,21,0,179
37027030300,177,69,3,28.835793538647234,8,9,0,69
37027030400,206.88446108586,72.00000000000401,4,47.792208634695875,8,3,0,94.884461085852
37027030500,135.000000000002,21,1,65.27330816803688,3,16,0,49.000000000001
37027030600,144.000000000001,24.999999999997,3,46.84428959069002,7,12,1,74.000000000005
37027030700,288.115538914148,158,3,51.53093411262098,5,11,0,81.115538914148
37027030801,89.00016652494,16.999999999996998,4.999999999996,14.014792371386685,4,3.000083262484,0,49.000083262465
37027030802,127.489014541353,48.488375541456996,0,25.52326949710514,5,5.000319499948,0,47.000319499948
37027030900,418.993030251129,65.99912878139,1,30.212989696844677,7.000000000001,180.993901469732,0,149.000000000005
37027031000,601.053331954654,30.99998132255,4.000000000001,129.1413271314528,5.999999999999,417.053387987013,0,99.99997509673
37027031100,239.903490021584,56.999999999995,2,62.31229730946928,11.060544436724,42.999999999999,0,103.842945584868
37027031201,195.999999999992,36.999999999999,4,18.51128323796652,4,32.999999999998,0,105.999999999996
37027031202,175.999999999995,56,4,46.939330038732486,8,17.999999999997,0,70.999999999999
37027031301,162,12,1,77.2783364700492,8,65,0,43
37027031302,168.999999999997,45,0,62.95256887793047,8.999999999999,33,0,57.999999999998
37027031401,133,60,3,24.103139482233356,2,4,0,55
37027031402,183.000000000006,43,1,60.236044339108155,5,14.000000000003,0,92.000000000001
37027031403,72,17.999999999999,1.000000000001,22.71658205297777,0,0,0,41.000000000001
37029950101,201,51,2,62.02101184446511,29,12,0,66
37029950102,228.000000000001,43.000000000001,9,70.09853747323785,18,70,1,54
37031970101,319,54,1,44,0,182,0,55
37031970102,484,16,3,102.6060745235097,11,334,0,85
37031970103,519,25,1,186.00055638153,2,367,0,82
37031970200,648,25,0,113.5178462958155,2,549,0,43
37031970301,290.999999999999,32,1,156.08506292122811,5,125,0,71
37031970304,433.999999999924,46.999999999996,3.000000000001,84.22290518511721,4.000000000001,310.999999999921,0,32.999999999997
37031970305,478,37,5,78.0677599652436,2,327,0,73
37031970401,99.155625221083,37.999999999992,2,20.186482884613447,1,44.999999999999,0,7
37031970402,200,32,1,18,2,74,0,80
37031970403,473,38,4,25.534594826179,3,380,0,28
37031970501,124.003971327267,16.000000000002,5.000000000001,37.955012609659924,3,58.000000000005,1,20.000000000003
37031970502,89.99999999996301,8.999999999998,0,33.423727941498754,1,49.999999999973,0,12.999999999997
37031970503,54.840403451657,8,1,16.083263577563905,0,20,0,13
37031970504,81.99999999999599,8,0,30.614394440034744,2,43.999999999996,0,14
37031970601,120,15,2,80.97770212265364,4,78,1,11
37031970602,76,4,0,40,0,51,0,12
37031970603,73,18,0,44.064830576591,3,35,0,6
37031970606,411.000000000014,30,0,109.72766504672322,20.000000000002,274.000000000007,0,32
37031970701,37,6,0,14.016772428224,3,11,0,12
37031970702,135.000000000011,55.000000000005,7.000000000001,50.12508305457045,7.000000000002,12.000000000002,0,32.000000000001
37031970703,183,65,6,53.62669966072249,6,16,0,57
37031970704,148.001504274715,29,9,16.02692031567684,2.000200569962,58.000200569962,0,40.001103134791
37031970801,307,14,0,194.0753041405197,4,195,0,36
37031970804,528.000000000089,6.000000000001,1,62.85369552538944,4.000000000001,469.000000000078,0,18.000000000005
37031970805,102.270063468165,9,1,21.007038767232338,2,61.270063468165,0,16
37031970806,766.999999999976,30.999999999996998,0,140.9520063804984,3,648.99999999998,0,47.999999999999
37031970903,2305.537773145146,705.176148118775,10,174.58349631581547,4,1537.025182096764,0,8
37031970904,2708.000000000491,237.000000000056,3,191.5789996308735,5.000000000001,2401.000000000428,2,12
37031971003,3012.462226854854,73.82385188122501,1,389.65038387769226,40,2712.9748179032363,0,121
37031971103,4099.999999999811,56.999999999999,2,275.25556036163215,1,3975.999999999813,0,20
37031980100,0,0,0,0,0,0,0,0
37031990100,0,0,0,0,0,0,0,0
37031990200,0,0,0,0,0,0,0,0
37033930100,242,28,4,50.78668898577571,12,94,1,89
37033930200,288.999999999993,76.999999999998,4,55.214983477998786,6,36.999999999998,1,137.999999999999
37033930300,211.177799625489,41.102459772079,2,60.59020994101922,10,31,0,105.07533985341
37033930400,120,20,0,19,3,24,1,56
37033930500,185.079166561594,37,1.001609531518,42.01544596072596,6,21.004807127475,2,98.047828724338
37033930600,382.102091340989,57,2.031093969411,100.19759867920521,11.033094389869,101.001805590959,13,162.012052808494
37035010101,290.000000000004,40,2,81.75583043680423,10.000000000002,131.000000000001,0,68
37035010102,130.000000000002,29,2.000000000001,47.24350700699396,5,12.000000000003,0,49.999999999997
37035010201,195,37,2,65.85698129508592,5,72,0,47
37035010203,57.999999999999,21,0,12.54371547748376,3,0,0,19
37035010204,174.000000000006,56,2,110.62789004372736,4,3,0,68.000000000005
37035010301,140.999999999998,49,0,127.88742951858222,6.999999999999,13.999999999999,0,28
37035010302,211.000000000039,109.000000000024,2.000000000001,63.81891182267415,4.000000000001,25.999999999998998,0,32.000000000009
37035010303,160.000000000015,108.00000000001,1,26.125760953414744,4,2.0000000000019997,0,22
37035010304,121.999999999993,57.999999999997996,1,33.85759388766916,12.999999999999,7.999999999997,0,19.999999999999
37035010402,310,229,1,29.714706257186723,7,7,0,38
37035010403,268.000000000018,156.000000000011,5,94.26064495171858,3,11,0,43.000000000006004
37035010404,122,69,1,24.005831191141777,3,1,0,21
37035010501,199.682218827122,75.87777647197,0,68.78482696216777,12.975555294394,23.914443530379,0,35
37035010502,107,12,3,46.42120224480366,8,25,0,29
37035010600,302.945945480728,144.989330826355,2,78.32546767361241,4,14.997866165271,0,78.991464661084
37035010700,206.945887523843,116.296530071279,1,33.54379139085677,11,4,1,48.924479332819
37035010900,306.999999999994,191.999999999996,0,40.68965535195945,4,1,0,76.999999999999
37035011000,132.999999999993,54.999999999996,0,33.50963483652645,16,4,0,36.999999999997
37035011101,134.934509347787,21.538743483961,4.677519199015,44.53442438463707,10,10.093799310383,0,60.533281218167
37035011102,270.000000000048,77.000000000022,8.999999999999,79.05594659196109,16.999999999998,50.000000000026,0,68.000000000002
37035011200,295.000000000002,120,6,60.52759346468474,7,13,1,102.000000000002
37035011300,302.000000000008,110.000000000002,2,79.09686108302384,7.000000000002,10,0,109
37035011401,142.999999999995,52.999999999997,2,36.38917184955893,9,6,0,49
37035011402,118.00000000000401,42.999999999995,0,13.545465509914653,8,3.999999999999,0,49.000000000011
37035011501,269.000000000001,42.999999999999,5,29.69801885989097,7.000000000001,86,0,110.000000000001
37035011503,283.999999999988,24.999999999998998,2,149.2462310753396,15,129.999999999995,0,46.999999999996
37035011505,530.000000000025,32.000000000003,4.000000000001,55.06197872367148,2,415.000000000019,0,50
37035011506,246.347977802336,19.159286657773,1,32.90850989481277,3.323204711572,164.903016858135,0,23.505005370465
37035011601,109.269715807727,15,2,13.93027621803644,7.999999999999,11,0,61.089905269241
37035011602,180.555952094618,51.179299124462,5,42.71195023146108,9.055013421032001,10.035906254891,0,69.360594753796
37035011701,104.999999999976,25.999999999995,0,53.25798116503393,5.999999999998,5.9999999999950004,0,41.999999999992
37035011702,223.02346559229,50.102874163512,3,47.75453333345862,10.02838915517,15.151011343384999,0,111.59675622705
