geocode,total,owned,rented
37027031301,1067.0000000000207,954.0000000000186,113.00000000000202
37027031302,1277.999999999987,982.9999999999905,294.9999999999967
37027031401,1184,885,299
37027031402,1205.329952875685,837.17766693307,368.152285942615
37027031403,915.6700471243125,639.8223330669349,275.84771405737763
37029950101,1301,1091,210
37029950102,1361.0000000000034,1128.0000000000027,233.00000000000077
37031970101,489,419,70
37031970102,1063.6492027869374,931.5112158266609,132.13798696027644
37031970103,1252.3507972130626,1060.4887841733391,191.86201303972354
37031970200,661,574,87
37031970301,1354.9999999999736,1126.999999999984,227.99999999998968
37031970304,1106.999999999993,646.9999999999875,460.00000000000546
37031970305,871.0000000000006,566.0000000000006,305.00000000000006
37031970401,731.6456287584803,258.49000353747135,473.15562522100885
37031970402,790,394,396
37031970403,715,514,201
37031970501,1000.0903667450715,654.3858180552695,345.704548689802
37031970502,674.3543142876914,614.6800778470387,59.67423644065275
37031970503,968.5455665177146,728.0199422797294,240.52562423798528
37031970504,461.3641236907146,365.4241582802423,95.9399654104723
37031970601,471.99999999999994,376,96
37031970602,372.763127291394,333.64173608844584,39.121391202948196
37031970603,618,515,103
37031970606,1066.2368727086416,947.3582639115893,118.87860879705234
37031970701,462,392,70
37031970702,1127.0000000000898,833.0000000000422,294.0000000000476
37031970703,1463.0564592642518,1020.5651825782796,442.4912766859722
37031970704,870.9575805940046,724.4481552903155,146.50942530368906
37031970801,663,526,137
37031970804,812.0242148088344,691.017839071358,121.00637573747636
37031970805,480.5713034777661,390.5776792152178,89.99362426254832
37031970806,1095.8899888274632,914.8899888274683,180.99999999999474
37031970903,504.7466219938245,401.28198570897075,103.46463628485374
37031970904,1140.4274393948112,916.8727355253427,223.55470386946843
37031971003,934.8259386115305,844.8452787658048,89.98065984572565
37031971103,979.9999999999623,633.99999999997,345.99999999999227
37031980100,1,1,0
37031990100,0,0,0
37031990200,0,0,0
37033930100,911,702,209
37033930200,1903.9999999999725,1334.9999999999764,568.9999999999962
37033930300,1646.5184675514124,1312.3239510202018,334.1945165312105
37033930400,1001,837,164
37033930500,1378.2389386993111,1177.2446533728164,200.99428532649455
37033930600,1832.7876849873799,1517.2011517489238,315.58653323845596
37035010101,2070.000000000045,1871.0000000000352,199.00000000000986
37035010102,1508.0027715026201,1171.001385751317,337.00138575130313
37035010201,1616,1374,242
37035010203,865.9999999999576,765.9999999999684,99.99999999998911
37035010204,1636.9007800294646,1241.9986142487255,394.90216578073915
37035010301,1585.9999999999636,1261.9999999999661,323.99999999999756
37035010302,1997.0000000002963,1496.0000000002308,501.0000000000656
37035010303,1590.210277597484,1211.085425274135,379.12485232334876
37035010304,1438.789722402703,950.9145747260501,487.8751476766529
37035010402,2015.5148018407858,619.5148018407857,1396
37035010403,1939.4704683651557,910.4816910654048,1028.9887772997508
37035010404,958.0147297943568,569.0035070938944,389.0112227004623
37035010501,1663.936655306139,1038.2911035374261,625.6455517687131
37035010502,1073,981,92
37035010600,2716.2954661719937,1669.315245027151,1046.9802211448425
37035010700,1185.4830485014807,569.9838897663959,615.4991587350846
37035010900,1693.9999999998906,718.999999999931,974.9999999999596
37035011000,1098.9999999999686,563.9999999999859,534.9999999999826
37035011101,1340.4487984673156,1010.9595231096934,329.48927535762226
37035011102,2167.000223796198,1707.0001790368763,460.00004475932167
37035011200,2421.0000000000778,1559.0000000000625,862.0000000000153
37035011300,2612.9999999999845,1819.9999999999827,793.0000000000017
37035011401,1256.9999999998352,977.9999999998596,278.9999999999757
37035011402,1512.0000000000302,1187.9999999999734,324.0000000000569
37035011501,1759.2408124635542,1449.216731217192,310.02408124636196
37035011503,902.7591875364102,767.7832687827699,134.97591875364026
37035011505,1034.0000000000823,863.0000000000662,171.00000000001617
37035011506,773.2111903123686,643.8256961567548,129.38549415561377
37035011601,1321.334562901825,1157.1317167781322,164.20284612369264
37035011602,2000.3422641900902,1646.6938724750846,353.6483917150057
37035011701,1478.7942891181192,1104.709690036438,374.0845990816814
37035011702,2460.0799023918435,2021.024893186534,439.05500920530955
37035011801,1865.893313490167,1633.6471537513469,232.24615973882013
37035011802,2136.9926623846472,1864.92247132221,272.0701910624371
37037020103,1096.0000000003847,901.000000000307,195.0000000000777
37037020104,1178.0000000000482,1058.0000000000437,120.00000000000445
37037020105,1139.999999999675,726.9999999997717,412.99999999990325
37037020107,611.7643881013931,493.65780469836864,118.10658340302449
37037020108,529,441,88
37037020201,1133.971984413738,958.9856840851824,174.98630032855564
37037020202,621.9951962282558,513.9956766054213,107.99951962283455
37037020203,696.000000000022,587.000000000015,109.000000000007
37037020300,1017.0550487430235,831.599361961896,185.45568678112758
37037020401,1769,1298,471
37037020402,1448.9999999999914,792.9999999999932,655.9999999999982
37037020500,1425.09446981999,1220.359172724056,204.7352970959343
37037020600,1862.8966208764477,1594.9083185733389,267.9883023031088
37037020702,1375.9823694523327,1140.98714217444,234.99522727789287
37037020703,300.5063102047845,249.35833325929178,51.14797694549272
37037020704,790.9996499307683,362.9997169062861,427.99993302448223
37037020801,1410.136422024518,1037.140976933264,372.99544509125394
37037020802,863.9566606391778,648.4138923986162,215.54276824056154
37037020803,466.90691733649317,379.4451306682541,87.46178666823906
37039930101,992.029341260564,655.026197554075,337.003143706489
37039930102,954.7312727143434,814.7538996409132,139.97737307343016
37039930200,903.869695122136,771.828653797394,132.04104132474203
37039930300,994.4917971475754,889.5052832046075,104.9865139429679
37039930401,1357.7495526178973,1159.7712146108515,197.9783380070457
37039930402,1009.1217976737821,687.1086247586315,322.0131729151506
37039930501,544.2018211922125,472.87308320918555,71.32873798302693
37039930502,1035.8311303142748,816.1581103953553,219.6730199189196
37039930603,620.0115364981762,535.0086523736321,85.00288412454405
37039930604,569.0032410348961,506.003241034896,63
37039930605,621.8172445292269,546.8175512837563,74.99969324547061
37039930606,732.9620705966599,636.9620705966599,96
37041930101,2111.908709407677,1164.7477071354285,947.1610022722485
37041930102,888.0000000000355,732.0000000000291,156.00000000000642
37041930201,1758.000256953025,1471.00022024545,287.000036707575
37041930202,822.0912905923228,663.2522928645714,158.83899772775152
37043950101,993.1582709635321,858.158414096772,134.99985686676007
37043950102,891.9705384418066,783.9746128397411,107.99592560206547
37043950201,778.0015502914548,674.0015502914548,104
37043950202,1183.9701001248095,934.97151895661,248.99858116819954
37045950101,2042.3490992426932,1706.2597289814958,336.08937026119764
37045950102,1075.2409115399344,839.5669956809479,235.67391585898633
37045950200,1922,1501,421
37045950301,1616.1655017968235,1315.1655017968155,301.0000000000078
37045950302,2085.2954340297215,1757.8866660021274,327.4087680275943
37045950400,2590.3973700053275,1754.5312877819208,835.8660822234069
37045950500,1587.3646795414763,936.5492917528165,650.8153877886598
37045950601,1347.0000000000025,1078.0000000000016,269.0000000000011
37045950603,1224.4613138278755,1008.4039272089921,216.05738661888347
37045950604,921.9222518969931,696.9273224254522,224.99492947154084
37045950701,1365,1084,281
37045950702,1375,958,417
37045950800,1618,1204,414
37045950900,1364,545,819
37045951000,1690,959,731
37045951100,1321,627,694
37045951200,2181,1502,679
37045951300,965.9999999999893,769.9999999999915,195.9999999999979
37045951400,2283.999999999992,1777.9999999999725,506.00000000001927
37045951501,1633.4301384445434,1282.981527844727,350.44861059981645
37045951502,503.6770096412237,408.6260765136161,95.05093312760764
37045951503,805.9820496474223,622.4618328328665,183.52021681455577
37045951601,1566.63397330021,1256.4004568697146,310.23351643049546
37045951602,1874.36602669979,1319.5995431302854,554.7664835695045
37047930100,1397.2535983421594,1182.3521130635734,214.90148527858605
37047930200,781.2018674365863,663.9934365361229,117.20843090046344
37047930300,1021.0690768805924,817.8430556563164,203.226021224276
37047930400,1595.604964810527,1271.7335839001119,323.87138091041504
37047930500,1841.1454080942622,1485.1905322658013,355.95487582846084
37047930600,1637.000000000008,1271.000000000008,366
37047930700,2109.000000000037,1529.0000000000327,580.0000000000043
37047930800,1482.8923175387727,1186.7579151181098,296.134402420663
37047930900,1916.0753146592012,1071.0554950120431,845.0198196471582
37047931000,1874.9999999999666,1446.9999999999686,427.99999999999807
37047931100,1317.7493255143265,1050.5472864377366,267.20203907659004
37047931201,1635.0691633901722,1146.0588375739194,489.0103258162528
37047931202,744.300085822673,580.25759240833,164.042493414343
37047931301,974.4208532864628,788.4612525642531,185.95960072220976
37047931302,989.8197248635722,798.4521919941039,191.36753286946825
37049960101,1300.005503156712,1122.0031613878982,178.00234176881355
37049960102,1729.0086547874141,1270.0109965562804,458.9976582311335
37049960201,1086.313458327721,912.4475262243826,173.86593210333842
37049960202,1591.9747045813278,1251.0231299892814,340.9515745920465
37049960301,1162,1011,151
37049960302,1404.4259360985914,1156.33524930423,248.09068679436126
37049960401,1485.7701945235976,1104.7650036094558,381.0051909141417
37049960402,1285.5840353408212,1027.8963042085554,257.68773113226575
37049960403,1706.5239901445802,1598.5059489234395,108.01804122114073
37049960404,1360.9661457482762,1133.7248950244666,227.2412507238095
37049960501,1082,581,501
37049960502,1438.0000000001157,858.0000000000938,580.0000000000219
37049960600,1859.0000000000641,1114.000000000059,745.000000000005
37049960700,918,561,357
37049960800,1531,591,940
37049960900,975,296,679
37049961002,1459,1133,326
37049961003,681.0000000000026,534.0000000000149,146.9999999999878
37049961004,1325.0000000000057,1177.0000000000045,148.00000000000125
37049961101,922.9233787355003,709.9343246304468,212.9890541050535
37049961102,1506.084397329827,1047.057246695107,459.02715063471993
37049961201,1493.0329776886479,80.71414648600032,1412.3188312026475
37049961202,606.999999999807,8.999999999994825,597.9999999998122
37049961301,1498.9759124405532,1040.141504017233,458.83440842332016
37049961302,1992,748,1244
37049961303,1179.985960141862,1013.9866621315116,165.99929801035034
37051000200,1035.1008195943177,267.00000000000034,768.1008195943173
37051000500,1080,555,525
37051000600,2491,1247,1244
37051000701,2162,1636,526
37051000702,1053,793,260
37051000800,1372,620,752
37051000900,2280,1153,1127
37051001000,996.0000000000978,364.00000000002973,632.000000000068
37051001100,1415,1027,388
37051001200,2337.3096483825598,1188.427994374121,1148.8816540084388
37051001401,1357,1024,333
37051001402,889.0000000000103,450.0000000000078,439.00000000000256
37051001500,1061.5153591462838,749.9364814742488,311.57887767203493
37051001603,1434.000000000046,983.0000000000464,450.9999999999996
37051001604,1677.920920951173,1298.5346734872974,379.3862474638758
37051001605,1355.0000000000173,864.0000000000063,491.0000000000111
37051001606,613.3086164985389,337.8146178335245,275.4939986650144
37051001701,1353.722206256171,906.81328617219,446.90892008398095
37051001702,1211,804,407
37051001800,1009.2777937437825,603.1867138277883,406.09107991599427
37051001901,995.0000000000331,618.0000000000192,377.000000000014
37051001902,1848,1173,675
37051001903,1629.9999999999604,1118.99999999997,510.9999999999903
37051002001,860,492,368
37051002002,2342.9999999995366,1117.999999999879,1224.9999999996578
37051002100,1753,848,905
37051002200,962,406,556
37051002301,1526.3447467331523,943.3237658950817,583.0209808380706
37051002302,697.6552532668476,277.6762341049183,419.97901916192933
37051002401,967.9999999999333,263.9999999999944,703.9999999999388
37051002402,1710,549,1161
37051002501,2615.00000000015,1889.00000000012,726.0000000000301
37051002503,2026.0034271082122,1273.0028119862277,753.0006151219843
37051002504,1940.3266803321999,1175.2409856884951,765.0856946437046
37051002505,1356.0000000001908,607.9999999999995,748.0000000001912
37051002506,847,297,550
37051002600,1755.6112212201153,1402.382141479656,353.2290797404594
37051002701,1062.5899990860935,892.8718848088338,169.7181142772597
37051002702,1295.9999999998993,1096.9999999999181,198.99999999998101
37051002801,1102.9999999999984,897.9999999999989,204.9999999999995
37051002802,989.845096943319,826.215251783346,163.629845159973
37051002900,1765.0133015262174,1484.0993352602509,280.91396626596674
37051003002,981.9988280635832,856.9988970010195,124.99993106256373
37051003003,1022.4054839037251,874.2884510621831,148.11703284154208
37051003004,1413.999999999993,1213.999999999995,199.999999999998
37051003102,999.0726004465539,862.9125623679564,136.1600380785975
37051003103,1694.1421102367121,1173.4013298548316,520.7407803818805
37051003105,1043.9600035111084,788.4695271920389,255.49047631906961
37051003106,846.336346210109,612.3442359764715,233.99211023363748
37051003203,1987,1232,755
37051003205,1442,1075,367
37051003206,1019.1827749206562,796,223.18277492065627
37051003207,1345.819778657939,1167.8438081702325,177.97597048770643
37051003208,1335,676,659
37051003209,1371.9999999998772,1049.9999999999022,321.99999999997505
37051003302,1376,815,561
37051003304,2964,1783,1181
37051003307,1152.949622267203,825.449912830893,327.49970943631
37051003310,2148,961,1187
37051003311,1186,121,1065
37051003312,2376.422974625661,1738.210082248545,638.2128923771163
37051003313,1019.7394441488017,774.6625307993627,245.076913349439
37051003314,1595.8225609242652,1120.7789209446476,475.0436399796177
37051003315,1382.0000000002385,850.000000000181,532.0000000000575
37051003316,1041.5563858695652,492,549.5563858695652
37051003317,1446,932,514
37051003318,489,330,159
37051003401,649.8182229087668,10.96494914852966,638.8532737602371
37051003403,1101.9693003904513,11.614983443845652,1090.3543169466054
37051003404,0,0,0
37051003408,1097.5922597963954,15.85190189764615,1081.7403578987494
37051003409,582.6560973398788,8.51399474101214,574.1421025988667
