geocode,total,owned_loan,owned_clear,rented
3768340,41,27,5,9
3768400,132,60,17,55
3768500,95,63,4,28
3768520,312,85,41,186
3768580,72,20,1,51
3768740,63,11,30,22
3769020,163,42,76,45
3769260,167,81,10,76
3769520,117,32,17,68
3769600,8,3,0,5
3769640,131,41,43,47
3769680,18,4,5,9
3769720,10,2,0,8
3769740,39,7,0,32
3769755,28,0,24,4
3769795,6,4,2,0
3769840,81,31,3,47
3770320,3,0,3,0
3770340,5,5,0,0
3770380,86,20,8,58
3770480,5,5,0,0
3770540,1517,1018,31,468
3770580,5,0,0,5
3770660,257,155,19,83
3770720,966,148,197,621
3770740,79,18,0,61
3770780,22,3,6,13
3770820,16,13,0,3
3770860,9,5,4,0
3770920,73,10,0,63
3771100,18,0,1,17
3771160,510,121,132,257
3771220,509,120,124,265
3771240,2,1,0,1
3771320,14,14,0,0
3771440,6,0,0,6
3771460,581,430,34,117
3771500,506,101,27,378
3771560,57,38,3,16
3771600,2,2,0,0
3771680,239,142,14,83
3771760,119,45,16,58
3771780,8,0,1,7
3771860,628,409,23,196
3771900,45,33,5,7
3771940,312,250,17,45
3772150,17,6,0,11
3772540,85,4,0,81
3772600,46,24,13,9
3772755,62,54,2,6
3773140,77,57,2,18
3773160,8,1,0,7
3773300,65,10,0,55
3773320,33,23,6,4
3773460,46,12,6,28
3773660,177,20,10,147
3773760,15,4,0,11
3774020,236,52,9,175
3774220,118,28,2,88
3774440,5980,1071,467,4442
3774540,4431,1082,505,2844
3774580,410,214,24,172
3774680,7,1,0,6
3774720,6,2,0,4
3774760,395,170,26,199
3775000,32477,9467,1670,21340
3775060,289,194,25,70
3775080,4,2,2,0
3775280,471,82,91,298
3775340,6,0,2,4
3775375,31,11,6,14
3775780,247,97,7,143
3775820,26,12,0,14
3775960,682,192,74,416
3776000,31,7,3,21
3776200,40,8,9,23
3776220,659,236,72,351
